"YearStart","LocationAbbr","LocationDesc","Topic","Question","Stratification1","Lon","Lat"
2014,"NM","New Mexico","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","White, non-Hispanic",-106.240580985,34.5208809520005
2018,"NJ","New Jersey","Chronic Kidney Disease","Prevalence of chronic kidney disease among adults aged >= 18 years","Multiracial, non-Hispanic",-74.2736912879997,40.1305700480005
2015,"DC","District of Columbia","Nutrition, Physical Activity, and Weight Status","Meeting aerobic physical activity guidelines for substantial health benefits among adults aged >= 18 years","Overall",-77.036871,38.907192
2008,"WY","Wyoming","Cancer","Invasive cancer of the prostate, incidence","White, non-Hispanic",-108.109830353,43.2355413430005
2011,"OH","Ohio","Asthma","Asthma mortality rate","Black, non-Hispanic",-82.4042600559997,40.0602101410005
2010,"MT","Montana","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","Hispanic",-109.424420645,47.0665289720005
2014,"CA","California","Asthma","Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma","Male",-120.999999538,37.6386401230005
2019,"MT","Montana","Cardiovascular Disease","Taking medicine for high blood pressure control among adults aged >= 18 years with high blood pressure","Male",-109.424420645,47.0665289720005
2018,"KS","Kansas","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Other, non-Hispanic",-98.2007812269997,38.3477403000005
2015,"WY","Wyoming","Chronic Kidney Disease","Incidence of treated end-stage renal disease","Overall",-108.109830353,43.2355413430005
2016,"PA","Pennsylvania","Arthritis","Arthritis among adults aged >= 18 years who are obese","Other, non-Hispanic",-77.8607002939996,40.7937301520005
2017,"NM","New Mexico","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Multiracial, non-Hispanic",-106.240580985,34.5208809520005
2011,"DE","Delaware","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","Other, non-Hispanic",-75.5777411679996,39.0088306670005
2017,"GA","Georgia","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease","Other, non-Hispanic",-83.6275803459997,32.8396810930005
2012,"PR","Puerto Rico","Alcohol","Binge drinking prevalence among adults aged >= 18 years","Other, non-Hispanic",-66.590149,18.220833
2016,"MD","Maryland","Overarching Conditions","Prevalence of sufficient sleep among adults aged >= 18 years","Male",-76.6092601109996,39.2905809640005
2011,"PR","Puerto Rico","Cardiovascular Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease","Overall",-66.590149,18.220833
2011,"AR","Arkansas","Asthma","Asthma mortality rate","Black, non-Hispanic",-92.2744907429997,34.7486501240004
2017,"DE","Delaware","Asthma","Asthma mortality rate","Overall",-75.5777411679996,39.0088306670005
2021,"IN","Indiana","Diabetes","Diabetes prevalence among women aged 18-44 years","Black, non-Hispanic",-86.1499601939997,39.7669104520004
2011,"OK","Oklahoma","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Multiracial, non-Hispanic",-97.5210702139997,35.4720313560005
2013,"AL","Alabama","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years","Male",-86.6318607619997,32.8405711220005
2013,"OK","Oklahoma","Cancer","Invasive cancer of the prostate, incidence","Asian or Pacific Islander",-97.5210702139997,35.4720313560005
2016,"WV","West Virginia","Asthma","Asthma mortality rate","Hispanic",-80.7126401349997,38.6655102020005
2017,"ND","North Dakota","Diabetes","Hospitalization with diabetes as a listed diagnosis","White, non-Hispanic",-100.118421049,47.4753197790005
2015,"KY","Kentucky","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Other, non-Hispanic",-84.7749710479997,37.6459702710005
2021,"MS","Mississippi","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke","White, non-Hispanic",-89.5380308249997,32.7455100990005
2020,"ND","North Dakota","Tobacco","Current smoking among adults aged >= 18 years","Overall",-100.118421049,47.4753197790005
2010,"RI","Rhode Island","Asthma","Asthma mortality rate","Male",-71.5224703139996,41.7082801930005
2020,"MI","Michigan","Cardiovascular Disease","Mortality from total cardiovascular diseases","Male",-84.7143902699997,44.6613195430005
2011,"PA","Pennsylvania","Arthritis","Physical inactivity among adults aged >= 18 years with arthritis","Black, non-Hispanic",-77.8607002939996,40.7937301520005
2013,"CT","Connecticut","Overarching Conditions","Fair or poor self-rated health status among adults aged >= 18 years","Female",-72.6498409519996,41.5626610200005
2018,"AL","Alabama","Cardiovascular Disease","Hospitalization for acute myocardial infarction","Black, non-Hispanic",-86.6318607619997,32.8405711220005
2019,"AZ","Arizona","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","Other, non-Hispanic",-111.763811277,34.8659702800005
2011,"DE","Delaware","Cancer","Cancer of the colon and rectum (colorectal), incidence","White, non-Hispanic",-75.5777411679996,39.0088306670005
2018,"MO","Missouri","Cardiovascular Disease","Mortality from total cardiovascular diseases","Female",-92.5663000529997,38.6357907760005
2011,"MA","Massachusetts","Cancer","Cancer of the prostate, mortality","American Indian or Alaska Native",-72.0826906749996,42.2768704700005
2015,"AK","Alaska","Diabetes","Amputation of a lower extremity attributable to diabetes","American Indian or Alaska Native",-147.722059036,64.8450799570005
2016,"ME","Maine","Older Adults","Proportion of older adults aged 50-64 years who are up to date on a core set of clinical preventive services","White, non-Hispanic",-68.9850313359996,45.2542288940005
2013,"NC","North Carolina","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Female",-79.1592504629996,35.4662209750005
2016,"NY","New York","Chronic Obstructive Pulmonary Disease","Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease","Multiracial, non-Hispanic",-75.5439704269996,42.8270010320005
2018,"NE","Nebraska","Chronic Obstructive Pulmonary Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease","White, non-Hispanic",-99.3657206229997,41.6410409880005
2010,"NY","New York","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","Hispanic",-75.5439704269996,42.8270010320005
2018,"MD","Maryland","Older Adults","Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years","Overall",-76.6092601109996,39.2905809640005
2017,"OK","Oklahoma","Cardiovascular Disease","Hospitalization for acute myocardial infarction","Male",-97.5210702139997,35.4720313560005
2015,"ND","North Dakota","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke","White, non-Hispanic",-100.118421049,47.4753197790005
2011,"PA","Pennsylvania","Alcohol","Chronic liver disease mortality","Male",-77.8607002939996,40.7937301520005
2019,"AK","Alaska","Nutrition, Physical Activity, and Weight Status","Television viewing among high school students","American Indian or Alaska Native",-147.722059036,64.8450799570005
2018,"IN","Indiana","Older Adults","Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services","Hispanic",-86.1499601939997,39.7669104520004
2013,"NJ","New Jersey","Cancer","Cancer of the oral cavity and pharynx, mortality","American Indian or Alaska Native",-74.2736912879997,40.1305700480005
2017,"KS","Kansas","Tobacco","Quit attempts in the past year among current smokers","Multiracial, non-Hispanic",-98.2007812269997,38.3477403000005
2021,"PR","Puerto Rico","Diabetes","Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes","Other, non-Hispanic",-66.590149,18.220833
2011,"WY","Wyoming","Cancer","Invasive cancer of the cervix, incidence","White, non-Hispanic",-108.109830353,43.2355413430005
2018,"OK","Oklahoma","Arthritis","Arthritis among adults aged >= 18 years who have heart disease","White, non-Hispanic",-97.5210702139997,35.4720313560005
2014,"AL","Alabama","Chronic Obstructive Pulmonary Disease","Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease","Other, non-Hispanic",-86.6318607619997,32.8405711220005
2013,"AL","Alabama","Cancer","Papanicolaou smear use among adult women aged 21-65 years","Overall",-86.6318607619997,32.8405711220005
2020,"ND","North Dakota","Overarching Conditions","Premature mortality among adults aged 45-64 years","Male",-100.118421049,47.4753197790005
2014,"FL","Florida","Tobacco","Current smoking among adults aged >= 18 years","Hispanic",-81.9289605389997,28.9320403770005
2008,"ID","Idaho","Cancer","Cancer of the lung and bronchus, mortality","Female",-114.363730042,43.6826300050005
2017,"VT","Vermont","Cardiovascular Disease","Mortality from cerebrovascular disease (stroke)","Male",-72.5176407909996,43.6253812390005
2013,"PA","Pennsylvania","Arthritis","Work limitation due to arthritis among adults aged 18-64 years who have doctor-diagnosed arthritis","White, non-Hispanic",-77.8607002939996,40.7937301520005
2021,"CA","California","Chronic Kidney Disease","Prevalence of chronic kidney disease among adults aged >= 18 years","Hispanic",-120.999999538,37.6386401230005
2013,"UT","Utah","Overarching Conditions","Poverty","Overall",-111.587130635,39.3607001710005
2016,"RI","Rhode Island","Overarching Conditions","Current lack of health insurance among adults aged 18-64 years","Male",-71.5224703139996,41.7082801930005
2019,"MI","Michigan","Cardiovascular Disease","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease","Black, non-Hispanic",-84.7143902699997,44.6613195430005
2011,"GU","Guam","Overarching Conditions","Self-rated health status among women aged 18-44 years","White, non-Hispanic",144.793731,13.444304
2008,"NC","North Carolina","Cancer","Invasive cancer (all sites combined), incidence","American Indian or Alaska Native",-79.1592504629996,35.4662209750005
2013,"ID","Idaho","Mental Health","At least 14 recent mentally unhealthy days among women aged 18-44 years","White, non-Hispanic",-114.363730042,43.6826300050005
2010,"ME","Maine","Cancer","Invasive cancer (all sites combined), mortality","Black, non-Hispanic",-68.9850313359996,45.2542288940005
2020,"HI","Hawaii","Alcohol","Binge drinking prevalence among adults aged >= 18 years","Multiracial, non-Hispanic",-157.857749403,21.3048504350004
2015,"ME","Maine","Overarching Conditions","Recent physically unhealthy days among adults aged >= 18 years","Hispanic",-68.9850313359996,45.2542288940005
2012,"CO","Colorado","Oral Health","Six or more teeth lost among adults aged >= 65 years","Multiracial, non-Hispanic",-106.133610921,38.8438407570005
2012,"CA","California","Diabetes","Mortality due to diabetes reported as any listed cause of death","Hispanic",-120.999999538,37.6386401230005
2013,"IN","Indiana","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","Overall",-86.1499601939997,39.7669104520004
2010,"NE","Nebraska","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years","White, non-Hispanic",-99.3657206229997,41.6410409880005
2010,"CT","Connecticut","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Male",-72.6498409519996,41.5626610200005
2013,"IL","Illinois","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Hispanic",-88.9977101779997,40.4850102830005
2012,"NJ","New Jersey","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Female",-74.2736912879997,40.1305700480005
2016,"ID","Idaho","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Multiracial, non-Hispanic",-114.363730042,43.6826300050005
2020,"AZ","Arizona","Cancer","Recent Papanicolaou smear use among women aged 21-44 years","Other, non-Hispanic",-111.763811277,34.8659702800005
2014,"NV","Nevada","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Other, non-Hispanic",-117.071840564,39.4932403900005
2011,"VT","Vermont","Cancer","Cancer of the colon and rectum (colorectal), mortality","White, non-Hispanic",-72.5176407909996,43.6253812390005
2016,"FL","Florida","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","Overall",-81.9289605389997,28.9320403770005
2010,"IA","Iowa","Older Adults","Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years","Black, non-Hispanic",-93.8164905559997,42.4694009130005
2015,"RI","Rhode Island","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","White, non-Hispanic",-71.5224703139996,41.7082801930005
2017,"ID","Idaho","Tobacco","Current cigarette smoking among youth","White, non-Hispanic",-114.363730042,43.6826300050005
2018,"AL","Alabama","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis","Male",-86.6318607619997,32.8405711220005
2019,"DC","District of Columbia","Arthritis","Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms","Hispanic",-77.036871,38.907192
2011,"LA","Louisiana","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Male",-92.4456800709997,31.3126606440005
2013,"KS","Kansas","Overarching Conditions","Self-rated health status among women aged 18-44 years","Hispanic",-98.2007812269997,38.3477403000005
2011,"HI","Hawaii","Cardiovascular Disease","Mortality from total cardiovascular diseases","Asian or Pacific Islander",-157.857749403,21.3048504350004
2020,"OH","Ohio","Arthritis","Arthritis among adults aged >= 18 years who are obese","Male",-82.4042600559997,40.0602101410005
2014,"IN","Indiana","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Multiracial, non-Hispanic",-86.1499601939997,39.7669104520004
2013,"NV","Nevada","Cancer","Melanoma, mortality","Male",-117.071840564,39.4932403900005
2010,"MI","Michigan","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years","American Indian or Alaska Native",-84.7143902699997,44.6613195430005
2009,"RI","Rhode Island","Cancer","Cancer of the female breast, mortality","American Indian or Alaska Native",-71.5224703139996,41.7082801930005
2015,"MN","Minnesota","Cancer","Cancer of the colon and rectum (colorectal), incidence","Male",-94.7942005029997,46.3556487360005
2015,"DC","District of Columbia","Asthma","Emergency department visit rate for asthma","Female",-77.036871,38.907192
2015,"PA","Pennsylvania","Alcohol","Binge drinking prevalence among women aged 18-44 years","Black, non-Hispanic",-77.8607002939996,40.7937301520005
2018,"MD","Maryland","Arthritis","Arthritis among adults aged >= 18 years who have heart disease","Multiracial, non-Hispanic",-76.6092601109996,39.2905809640005
2010,"WA","Washington","Nutrition, Physical Activity, and Weight Status","State child care regulation supports onsite breastfeeding","Overall",-120.47001079,47.5222786290005
2021,"HI","Hawaii","Arthritis","Arthritis among adults aged >= 18 years who are obese","Hispanic",-157.857749403,21.3048504350004
2012,"NE","Nebraska","Cardiovascular Disease","Mortality from coronary heart disease","Black, non-Hispanic",-99.3657206229997,41.6410409880005
2010,"OK","Oklahoma","Cancer","Cancer of the lung and bronchus, incidence","American Indian or Alaska Native",-97.5210702139997,35.4720313560005
2016,"NV","Nevada","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 45 years","Other, non-Hispanic",-117.071840564,39.4932403900005
2018,"LA","Louisiana","Chronic Obstructive Pulmonary Disease","Emergency department visit rate for chronic obstructive pulmonary disease as any diagnosis","Male",-92.4456800709997,31.3126606440005
2013,"IN","Indiana","Asthma","Current asthma prevalence among adults aged >= 18 years","Black, non-Hispanic",-86.1499601939997,39.7669104520004
2012,"FL","Florida","Diabetes","Visits to dentist or dental clinic among adults aged >= 18 years with diagnosed diabetes","Multiracial, non-Hispanic",-81.9289605389997,28.9320403770005
2011,"MI","Michigan","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","White, non-Hispanic",-84.7143902699997,44.6613195430005
2009,"MT","Montana","Cancer","Cancer of the oral cavity and pharynx, mortality","American Indian or Alaska Native",-109.424420645,47.0665289720005
2019,"NM","New Mexico","Nutrition, Physical Activity, and Weight Status","Median daily frequency of vegetable consumption among adults aged >= 18 years","Other, non-Hispanic",-106.240580985,34.5208809520005
2017,"NV","Nevada","Arthritis","Fair or poor health among adults aged >= 18 years with arthritis","Hispanic",-117.071840564,39.4932403900005
2019,"OH","Ohio","Alcohol","Binge drinking prevalence among adults aged >= 18 years","Hispanic",-82.4042600559997,40.0602101410005
2017,"ND","North Dakota","Alcohol","Alcohol use among youth","Hispanic",-100.118421049,47.4753197790005
2020,"DC","District of Columbia","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke","White, non-Hispanic",-77.036871,38.907192
2012,"CO","Colorado","Overarching Conditions","Fair or poor self-rated health status among adults aged >= 18 years","Female",-106.133610921,38.8438407570005
2008,"ME","Maine","Cancer","Cancer of the female cervix, mortality","Female",-68.9850313359996,45.2542288940005
2015,"NJ","New Jersey","Tobacco","Current smokeless tobacco use among adults aged >= 18 years","Female",-74.2736912879997,40.1305700480005
2012,"FL","Florida","Asthma","Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma","Black, non-Hispanic",-81.9289605389997,28.9320403770005
2016,"AZ","Arizona","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","White, non-Hispanic",-111.763811277,34.8659702800005
2018,"DE","Delaware","Arthritis","Arthritis among adults aged >= 18 years who have diabetes","Other, non-Hispanic",-75.5777411679996,39.0088306670005
2021,"HI","Hawaii","Arthritis","Arthritis among adults aged >= 18 years who have diabetes","Male",-157.857749403,21.3048504350004
2013,"ME","Maine","Cancer","Invasive cancer of the cervix, incidence","American Indian or Alaska Native",-68.9850313359996,45.2542288940005
2012,"IA","Iowa","Alcohol","Binge drinking prevalence among adults aged >= 18 years","Overall",-93.8164905559997,42.4694009130005
2013,"NV","Nevada","Arthritis","Arthritis among adults aged >= 18 years who have diabetes","Black, non-Hispanic",-117.071840564,39.4932403900005
2015,"ND","North Dakota","Diabetes","Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes","White, non-Hispanic",-100.118421049,47.4753197790005
2010,"FL","Florida","Asthma","Asthma mortality rate","Black, non-Hispanic",-81.9289605389997,28.9320403770005
2017,"WY","Wyoming","Nutrition, Physical Activity, and Weight Status","Participation in daily school physical education classes among high school students","Male",-108.109830353,43.2355413430005
2019,"IN","Indiana","Nutrition, Physical Activity, and Weight Status","Obesity among high school students","White, non-Hispanic",-86.1499601939997,39.7669104520004
2016,"FL","Florida","Chronic Obstructive Pulmonary Disease","Emergency department visit rate for chronic obstructive pulmonary disease as first-listed diagnosis","Black, non-Hispanic",-81.9289605389997,28.9320403770005
2016,"ID","Idaho","Oral Health","Six or more teeth lost among adults aged >= 65 years","Other, non-Hispanic",-114.363730042,43.6826300050005
2019,"ND","North Dakota","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke","Other, non-Hispanic",-100.118421049,47.4753197790005
2016,"OH","Ohio","Older Adults","Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years","White, non-Hispanic",-82.4042600559997,40.0602101410005
2014,"NC","North Carolina","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease","Overall",-79.1592504629996,35.4662209750005
2015,"UT","Utah","Diabetes","Mortality due to diabetes reported as any listed cause of death","Overall",-111.587130635,39.3607001710005
2018,"PA","Pennsylvania","Diabetes","Mortality due to diabetes reported as any listed cause of death","American Indian or Alaska Native",-77.8607002939996,40.7937301520005
2020,"IA","Iowa","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 18 with diagnosed chronic obstructive pulmonary disease","Hispanic",-93.8164905559997,42.4694009130005
2021,"GA","Georgia","Alcohol","Binge drinking intensity among adults aged >= 18 years who binge drink","White, non-Hispanic",-83.6275803459997,32.8396810930005
2014,"MN","Minnesota","Cancer","Cancer of the lung and bronchus, mortality","White, non-Hispanic",-94.7942005029997,46.3556487360005
2019,"RI","Rhode Island","Asthma","Current asthma prevalence among adults aged >= 18 years","Overall",-71.5224703139996,41.7082801930005
2018,"AK","Alaska","Cardiovascular Disease","Mortality from heart failure","American Indian or Alaska Native",-147.722059036,64.8450799570005
2014,"MS","Mississippi","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke","Multiracial, non-Hispanic",-89.5380308249997,32.7455100990005
2018,"PA","Pennsylvania","Asthma","Asthma mortality rate","Asian or Pacific Islander",-77.8607002939996,40.7937301520005
2013,"NM","New Mexico","Chronic Kidney Disease","Incidence of treated end-stage renal disease","Overall",-106.240580985,34.5208809520005
2016,"ND","North Dakota","Arthritis","Fair or poor health among adults aged >= 18 years with arthritis","Overall",-100.118421049,47.4753197790005
2015,"NV","Nevada","Asthma","Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma","Female",-117.071840564,39.4932403900005
2014,"DC","District of Columbia","Chronic Kidney Disease","Prevalence of chronic kidney disease among adults aged >= 18 years","Overall",-77.036871,38.907192
2017,"AK","Alaska","Diabetes","Mortality with diabetic ketoacidosis reported as any listed cause of death","Overall",-147.722059036,64.8450799570005
2008,"VT","Vermont","Cancer","Cancer of the oral cavity and pharynx, mortality","Asian or Pacific Islander",-72.5176407909996,43.6253812390005
2021,"CA","California","Arthritis","Arthritis among adults aged >= 18 years who have diabetes","Other, non-Hispanic",-120.999999538,37.6386401230005
2016,"WA","Washington","Tobacco","States with strong polices that require retail licenses to sell tobacco products","Overall",-120.47001079,47.5222786290005
2015,"NY","New York","Overarching Conditions","Current lack of health insurance among adults aged 18-64 years","Overall",-75.5439704269996,42.8270010320005
2014,"ND","North Dakota","Cardiovascular Disease","Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke","Multiracial, non-Hispanic",-100.118421049,47.4753197790005
2013,"GU","Guam","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Overall",144.793731,13.444304
2010,"ME","Maine","Cancer","Invasive melanoma, incidence","Male",-68.9850313359996,45.2542288940005
2017,"CO","Colorado","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Male",-106.133610921,38.8438407570005
2008,"AL","Alabama","Cancer","Invasive cancer (all sites combined), incidence","Hispanic",-86.6318607619997,32.8405711220005
2015,"NE","Nebraska","Mental Health","At least 14 recent mentally unhealthy days among women aged 18-44 years","Hispanic",-99.3657206229997,41.6410409880005
2019,"GU","Guam","Oral Health","Preventive dental visits among children and adolescents aged 1-17 years","Male",144.793731,13.444304
2012,"MN","Minnesota","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke","Male",-94.7942005029997,46.3556487360005
2013,"PA","Pennsylvania","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease","Multiracial, non-Hispanic",-77.8607002939996,40.7937301520005
2021,"AK","Alaska","Arthritis","Arthritis among adults aged >= 18 years who are obese","Male",-147.722059036,64.8450799570005
2008,"IN","Indiana","Cancer","Invasive cancer of the cervix, incidence","Overall",-86.1499601939997,39.7669104520004
2010,"AK","Alaska","Cancer","Invasive cancer of the prostate, incidence","White, non-Hispanic",-147.722059036,64.8450799570005
2014,"MO","Missouri","Tobacco","Secondary schools that have a comprehensive tobacco-free school policy in place","Overall",-92.5663000529997,38.6357907760005
2019,"NV","Nevada","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","Male",-117.071840564,39.4932403900005
2019,"KS","Kansas","Nutrition, Physical Activity, and Weight Status","Television viewing among high school students","Overall",-98.2007812269997,38.3477403000005
2016,"MS","Mississippi","Chronic Obstructive Pulmonary Disease","Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years","Hispanic",-89.5380308249997,32.7455100990005
2011,"KY","Kentucky","Tobacco","Current smokeless tobacco use among adults aged >= 18 years","Male",-84.7749710479997,37.6459702710005
2012,"MO","Missouri","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Hispanic",-92.5663000529997,38.6357907760005
2015,"IL","Illinois","Tobacco","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke","Hispanic",-88.9977101779997,40.4850102830005
2019,"NH","New Hampshire","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Black, non-Hispanic",-71.5003609199997,43.6559501130005
2020,"GU","Guam","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Hispanic",144.793731,13.444304
2013,"PA","Pennsylvania","Asthma","Emergency department visit rate for asthma","Female",-77.8607002939996,40.7937301520005
2017,"LA","Louisiana","Nutrition, Physical Activity, and Weight Status","Overweight or obesity among adults aged >= 18 years","White, non-Hispanic",-92.4456800709997,31.3126606440005
2018,"AL","Alabama","Diabetes","Mortality due to diabetes reported as any listed cause of death","Asian or Pacific Islander",-86.6318607619997,32.8405711220005
2015,"WV","West Virginia","Cancer","Invasive cancer of the oral cavity or pharynx, incidence","Hispanic",-80.7126401349997,38.6655102020005
2011,"OH","Ohio","Nutrition, Physical Activity, and Weight Status","Obesity among adults aged >= 18 years","Hispanic",-82.4042600559997,40.0602101410005
2011,"SC","South Carolina","Chronic Obstructive Pulmonary Disease","Prevalence of chronic obstructive pulmonary disease among adults >= 45 years","Male",-81.0453712069997,33.9988213030005
2012,"IL","Illinois","Tobacco","Current cigarette smoking among women aged 18-44 years","Overall",-88.9977101779997,40.4850102830005
2019,"LA","Louisiana","Arthritis","Arthritis among adults aged >= 18 years","Overall",-92.4456800709997,31.3126606440005
2016,"PA","Pennsylvania","Cardiovascular Disease","Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years","White, non-Hispanic",-77.8607002939996,40.7937301520005
2013,"GA","Georgia","Chronic Obstructive Pulmonary Disease","Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease","Overall",-83.6275803459997,32.8396810930005
2011,"DC","District of Columbia","Asthma","Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma","Overall",-77.036871,38.907192
2008,"CA","California","Cancer","Invasive cancer of the oral cavity or pharynx, incidence","American Indian or Alaska Native",-120.999999538,37.6386401230005
2019,"NY","New York","Overarching Conditions","Self-rated health status among women aged 18-44 years","Black, non-Hispanic",-75.5439704269996,42.8270010320005
2013,"GU","Guam","Nutrition, Physical Activity, and Weight Status","Meeting aerobic physical activity guidelines for substantial health benefits and for muscle-strengthening activity among adults aged >= 18 years","Multiracial, non-Hispanic",144.793731,13.444304
2015,"AL","Alabama","Tobacco","Current smoking among adults aged >= 18 years","White, non-Hispanic",-86.6318607619997,32.8405711220005
2021,"HI","Hawaii","Nutrition, Physical Activity, and Weight Status","No leisure-time physical activity among adults aged >= 18 years","Hispanic",-157.857749403,21.3048504350004
2015,"CA","California","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis","Asian or Pacific Islander",-120.999999538,37.6386401230005
2013,"UT","Utah","Nutrition, Physical Activity, and Weight Status","Presence of regulations pertaining to serving vegetables in early care and education settings","Overall",-111.587130635,39.3607001710005
2012,"LA","Louisiana","Chronic Obstructive Pulmonary Disease","Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years","Male",-92.4456800709997,31.3126606440005
2012,"DE","Delaware","Asthma","Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma","Hispanic",-75.5777411679996,39.0088306670005
2017,"NY","New York","Cardiovascular Disease","High cholesterol prevalence among adults aged >= 18 years","Other, non-Hispanic",-75.5439704269996,42.8270010320005
2012,"IN","Indiana","Diabetes","Dilated eye examination among adults aged >= 18 years with diagnosed diabetes","Multiracial, non-Hispanic",-86.1499601939997,39.7669104520004
2021,"SD","South Dakota","Arthritis","Arthritis among adults aged >= 18 years who have heart disease","Female",-100.373530637,44.3531300530005
2011,"GA","Georgia","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Hispanic",-83.6275803459997,32.8396810930005
